,INSPECTION_STATUS,VIOLATION_CODE,VIOLATION_STATUS,INSPECTION_CATEGORY,PROPERTY_GROUP,LONGITUDE,LATITUDE,DEPARTMENT_BUREAU
54164,FAILED,CN065034,OPEN,COMPLAINT,small,-87.59988902,41.77584691,CONSERVATION
13152,CLOSED,CN002081,OPEN,COMPLAINT,small,-87.74777868,41.89604523,DEMOLITION
14719,FAILED,CN062034,OPEN,COMPLAINT,small,-87.78530285,41.77750758,SPECIAL INSPECTION PROGRAM
31160,CLOSED,CN193110,OPEN,COMPLAINT,small,-87.63577341,41.75512306,DEMOLITION
62282,PASSED,CN065034,COMPLIED,COMPLAINT,small,-87.73283543,41.87867392,CONSERVATION
64127,FAILED,CN196029,OPEN,COMPLAINT,small,-87.76774661,41.9514339,CONSERVATION
59658,FAILED,CN190019,OPEN,COMPLAINT,small,-87.65655487,41.95275667,CONSERVATION
36828,FAILED,CN068014,OPEN,COMPLAINT,small,-87.66924314,41.71950524,CONSERVATION
23448,FAILED,NC2022,OPEN,COMPLAINT,small,-87.69128653,41.854843200000005,NEW CONSTRUCTION
58339,FAILED,CN065014,OPEN,PERIODIC,small,-87.67113557,41.91047274,CONSERVATION
25902,FAILED,CN070024,OPEN,COMPLAINT,small,-87.65571927,41.94434671,CONSERVATION
44065,CLOSED,BR2080,COMPLIED,PERIODIC,small,-87.62175524,41.89665988,BOILER
51210,FAILED,CN107025,OPEN,COMPLAINT,small,-87.70642278,41.88623431,CONSERVATION
48964,FAILED,VT1010,OPEN,PERMIT,small,-87.72358909,41.89854704,VENTILATION
35551,FAILED,CN061014,OPEN,COMPLAINT,small,-87.56712664,41.73970916,SPECIAL TASK FORCE
75002,CLOSED,CN193000,OPEN,COMPLAINT,small,-87.57398961,41.74446686,DEMOLITION
27470,FAILED,CN104015,OPEN,COMPLAINT,small,-87.69701381,41.8678802,CONSERVATION
7223,FAILED,CN136026,OPEN,COMPLAINT,small,-87.58379040000001,41.75343822,CONSERVATION
15388,PASSED,ELSW01,COMPLIED,PERMIT,small,-87.72018626,41.94657906,ELECTRICAL
56817,FAILED,CN074024,OPEN,COMPLAINT,small,-87.61372316,41.804844,CONSERVATION
60293,FAILED,CN061014,OPEN,COMPLAINT,small,-87.65800063,41.97780051,CONSERVATION
76328,FAILED,CN134016,OPEN,PERIODIC,small,-87.64758571,41.75261375,CONSERVATION
55339,FAILED,NC3012,OPEN,COMPLAINT,small,-87.66636023,41.93961849,CONSERVATION
63512,FAILED,CN079014,OPEN,COMPLAINT,small,-87.7271122,41.87695821,CONSERVATION
44437,FAILED,CN061014,OPEN,COMPLAINT,small,-87.68698325,41.77269074,CONSERVATION
84720,FAILED,CN104035,OPEN,PERIODIC,small,-87.64302271,41.76923567,CONSERVATION
58972,FAILED,CN104035,OPEN,COMPLAINT,small,-87.67420405,41.83029196,CONSERVATION
8763,FAILED,CN076034,OPEN,COMPLAINT,small,-87.55150867,41.75300555,CONSERVATION
48656,FAILED,CN190019,OPEN,COMPLAINT,small,-87.67089776,41.74854829,CONSERVATION
30448,FAILED,CN190029,OPEN,PERIODIC,small,-87.66228066,41.89005382,CONSERVATION
43531,CLOSED,CN193110,OPEN,COMPLAINT,small,-87.58679127,41.72480471,DEMOLITION
31552,FAILED,CN196029,OPEN,COMPLAINT,small,-87.66251393,41.80211695,CONSERVATION
70520,PASSED,EV1110,COMPLIED,PERMIT,small,-87.67894459,41.92415285,ELEVATOR
58032,PASSED,CN198019,COMPLIED,COMPLAINT,small,-87.61060573,41.78568309,CONSERVATION
16145,CLOSED,CN002052,OPEN,COMPLAINT,small,-87.61920664,41.75640038,DEMOLITION
63267,FAILED,CN079014,OPEN,COMPLAINT,small,-87.61747181,41.71548521,CONSERVATION
47423,FAILED,EL0008,OPEN,COMPLAINT,small,-87.76002456,41.92523414,ELECTRICAL
40593,FAILED,CN138056,OPEN,COMPLAINT,small,-87.75478625,41.87495823,CONSERVATION
78520,FAILED,CN061014,OPEN,COMPLAINT,small,-87.65468408,41.8573265,CONSERVATION
62789,FAILED,CN063014,OPEN,COMPLAINT,small,-87.56225931,41.70934259,CONSERVATION
23916,FAILED,EV1110,OPEN,PERIODIC,small,-87.67214091,41.98332848,ELEVATOR
3726,FAILED,CN135016,OPEN,COMPLAINT,small,-87.69613069,41.84544849,CONSERVATION
78872,FAILED,CN076034,OPEN,COMPLAINT,small,-87.58422716,41.76721466,CONSERVATION
3156,FAILED,PL168017,OPEN,COMPLAINT,small,-87.60163446,41.76421015,PLUMBING
54620,FAILED,CN138106,OPEN,COMPLAINT,small,-87.65356837,41.859323100000005,CONSERVATION
78506,FAILED,CN015062,OPEN,COMPLAINT,small,-87.68416894,41.93232307,CONSERVATION
49023,CLOSED,CN196039,OPEN,COMPLAINT,small,-87.57581139,41.75038814,DEMOLITION
60837,FAILED,CN197039,OPEN,COMPLAINT,small,-87.67128185,41.82376045,CONSERVATION
25378,FAILED,EV1110,OPEN,PERIODIC,small,-87.65011724,41.87651834,ELEVATOR
35319,FAILED,CN190019,OPEN,COMPLAINT,small,-87.65412933,41.76020876,CONSERVATION
11010,FAILED,NC2011,OPEN,COMPLAINT,small,-87.73467173,41.91878879,CONSERVATION
21192,FAILED,EL0085,OPEN,COMPLAINT,small,-87.72644326,41.90246838,SPECIAL TASK FORCE
67573,PASSED,CN197039,COMPLIED,COMPLAINT,small,-87.76143528,41.8814943,CONSERVATION
56290,PASSED,PL157047,COMPLIED,COMPLAINT,small,-87.66086057,41.7501324,CONSERVATION
36022,FAILED,CN073044,OPEN,PERIODIC,small,-87.65731095,41.98378038,CONSERVATION
45711,FAILED,RF305041,OPEN,PERIODIC,small,-87.62194409,41.83267595,REFRIGERATION
39860,FAILED,CN196029,OPEN,COMPLAINT,small,-87.77937404,41.91962847,CONSERVATION
16003,PASSED,EV1111,COMPLIED,PERIODIC,small,-87.74217193,41.88064379,ELEVATOR
15904,FAILED,CN074024,OPEN,COMPLAINT,small,-87.71972178,41.85171866,CONSERVATION
83886,CLOSED,CN193110,OPEN,COMPLAINT,small,-87.53977691,41.67183202,DEMOLITION
44571,FAILED,CN074014,OPEN,PERIODIC,small,-87.70056525,41.98461372,SPECIAL INSPECTION PROGRAM
80888,FAILED,CN073014,OPEN,COMPLAINT,small,-87.58255103,41.76448975,CONSERVATION
82539,FAILED,CN190019,OPEN,COMPLAINT,small,-87.66202924,41.77961479,CONSERVATION
46852,CLOSED,CN002081,OPEN,COMPLAINT,small,-87.67519062,41.77628596,DEMOLITION
52215,FAILED,CN073014,OPEN,COMPLAINT,small,-87.56849309,41.74432119,SPECIAL TASK FORCE
8146,CLOSED,CN193000,OPEN,COMPLAINT,small,-87.75401262,41.93588727,DEMOLITION
37570,FAILED,CN067014,OPEN,PERIODIC,small,-87.64644193,41.85590774,CONSERVATION
58836,FAILED,CN138056,OPEN,COMPLAINT,small,-87.72600127,41.85779854,CONSERVATION
77959,CLOSED,CN002052,OPEN,COMPLAINT,small,-87.76306095,41.88083497,DEMOLITION
19432,FAILED,EL0096,OPEN,COMPLAINT,small,-87.62361144,41.85102354,SIGNS
22409,FAILED,CN190019,OPEN,COMPLAINT,small,-87.6336732,41.81480497,CONSERVATION
40501,FAILED,CN190019,OPEN,COMPLAINT,small,-87.73455436,41.848296600000005,SPECIAL TASK FORCE
73828,FAILED,CN063024,OPEN,COMPLAINT,small,-87.60642927,41.75636533,CONSERVATION
84438,PASSED,EV1110,OPEN,PERMIT,small,-87.62053358,41.85365089,ELEVATOR
35697,CLOSED,CN193110,OPEN,COMPLAINT,small,-87.84158659999999,41.96204556,DEMOLITION
20473,FAILED,RF302021,OPEN,PERIODIC,small,-87.63213749,41.77984917,REFRIGERATION
74995,FAILED,CN031013,OPEN,COMPLAINT,small,-87.68447675,41.75969311,CONSERVATION
28245,FAILED,CN074014,OPEN,COMPLAINT,small,-87.58148439,41.74932337,CONSERVATION
65698,FAILED,EV1110,OPEN,PERMIT,small,-87.63005551,41.91106097,ELEVATOR
28173,FAILED,CN190019,OPEN,PERIODIC,small,-87.58193490000001,41.76963559,CONSERVATION
123,FAILED,EV1111,OPEN,PERMIT,large,-87.61776768,41.84379445,ELEVATOR
45183,PASSED,BR2080,COMPLIED,PERIODIC,small,-87.70056525,41.98461372,BOILER
48178,FAILED,CN138026,OPEN,COMPLAINT,small,-87.61893424,41.846276399999994,CONSERVATION
38819,FAILED,CN197019,OPEN,COMPLAINT,small,-87.71902276,41.89917309,SPECIAL TASK FORCE
74122,FAILED,CN138056,OPEN,COMPLAINT,small,-87.74316268,41.97209276,CONSERVATION
54364,FAILED,CN065014,OPEN,COMPLAINT,small,-87.65384158,41.96028809,CONSERVATION
50122,FAILED,CN065014,OPEN,COMPLAINT,small,-87.70670072,41.99524245,CONSERVATION
41858,FAILED,CN073034,OPEN,COMPLAINT,small,-87.70896126,41.84851773,CONSERVATION
24204,PASSED,VT1010,COMPLIED,PERMIT,small,-87.67247225,41.90110787,VENTILATION
29040,FAILED,NC1020,OPEN,COMPLAINT,small,-87.80781459,42.00210698,NEW CONSTRUCTION
1437,FAILED,CN190019,OPEN,COMPLAINT,small,-87.71289165,41.92363173,CONSERVATION
28016,CLOSED,CN196039,OPEN,COMPLAINT,small,-87.64154096,41.7094723,DEMOLITION
32548,FAILED,NC2011,OPEN,COMPLAINT,small,-87.70659549,41.89198501,CONSERVATION
26837,FAILED,RF301011,OPEN,PERIODIC,small,-87.79437463,41.78106739,REFRIGERATION
54488,FAILED,CN190019,OPEN,COMPLAINT,small,-87.71764902,41.94258298,CONSERVATION
82426,CLOSED,CN193110,OPEN,COMPLAINT,small,-87.59906401,41.78242114,DEMOLITION
50169,FAILED,CN138106,OPEN,PERIODIC,small,-87.68316125,42.01518368,CONSERVATION
17334,FAILED,CN070014,OPEN,COMPLAINT,small,-87.62198361,41.82951197,CONSERVATION
4154,FAILED,CN194029,OPEN,COMPLAINT,small,-87.64053932,41.6772234,SPECIAL TASK FORCE
12261,FAILED,CN062034,OPEN,COMPLAINT,small,-87.59448833,41.75427279,CONSERVATION
48832,FAILED,EV1110,OPEN,PERMIT,small,-87.62848458,41.87224369,ELEVATOR
60652,FAILED,CN197079,OPEN,COMPLAINT,small,-87.68343107,41.88381406,CONSERVATION
73761,FAILED,CN197019,OPEN,PERIODIC,small,-87.70220924,41.92627863,CONSERVATION
40841,FAILED,CN061014,OPEN,PERIODIC,small,-87.6742752,41.97650978,CONSERVATION
54220,FAILED,CN102015,OPEN,PERIODIC,small,-87.61605579,41.78376785,CONSERVATION
42541,FAILED,EV1110,OPEN,PERMIT,small,-87.65203576,41.88712191,ELEVATOR
34774,FAILED,CN079014,OPEN,COMPLAINT,small,-87.76134206,41.89568608,CONSERVATION
56546,FAILED,CN106015,OPEN,COMPLAINT,small,-87.62713797,41.68259846,CONSERVATION
60537,FAILED,EV1111,COMPLIED,PERMIT,small,-87.62779917,41.89983492,ELEVATOR
62778,CLOSED,CN193019,OPEN,COMPLAINT,small,-87.66197415,41.78100905,DEMOLITION
75167,CLOSED,CN002052,OPEN,COMPLAINT,small,-87.66174569,41.78363205,DEMOLITION
32353,FAILED,CN069034,OPEN,COMPLAINT,small,-87.70430956,41.82465782,CONSERVATION
7431,FAILED,CN105035,OPEN,COMPLAINT,small,-87.60062968,41.77512429,CONSERVATION
49830,FAILED,CN196029,OPEN,PERIODIC,small,-87.64194948,41.93038408,CONSERVATION
69417,FAILED,CN131016,OPEN,PERIODIC,small,-87.61810631,41.76917933,CONSERVATION
27205,FAILED,CN041063,OPEN,COMPLAINT,small,-87.70055106,41.87840747,CONSERVATION
73583,CLOSED,CN193110,OPEN,COMPLAINT,small,-87.62544399,41.68387419,DEMOLITION
67886,FAILED,CN190019,OPEN,COMPLAINT,small,-87.60716595,41.74770747,CONSERVATION
54305,CLOSED,CN196039,OPEN,COMPLAINT,small,-87.63374073,41.79404009,DEMOLITION
78316,FAILED,CN064014,OPEN,COMPLAINT,small,-87.76170408,41.91162947,CONSERVATION
3199,FAILED,NC2071,OPEN,COMPLAINT,small,-87.73174302,41.94096461,CONSERVATION
42951,FAILED,CN065014,OPEN,PERIODIC,small,-87.67858486,41.91095697,CONSERVATION
14493,FAILED,CN138106,OPEN,COMPLAINT,small,-87.71552589,41.73667972,CONSERVATION
80273,PASSED,BR1001,COMPLIED,PERIODIC,small,-87.74576315,41.80818821,BOILER
41082,FAILED,CN061014,OPEN,COMPLAINT,small,-87.61128447,41.76406357,CONSERVATION
17413,FAILED,CN101015,OPEN,PERIODIC,small,-87.64448096,41.92939506,CONSERVATION
14283,FAILED,CN190019,OPEN,COMPLAINT,small,-87.80225109999999,41.98020314,CONSERVATION
31829,FAILED,CN079014,OPEN,COMPLAINT,small,-87.61146774,41.75223084,CONSERVATION
31706,PASSED,BR2080,COMPLIED,PERIODIC,small,-87.71883334,41.89321142,BOILER
33979,FAILED,CN190019,OPEN,COMPLAINT,small,-87.76491977,41.90021807,CONSERVATION
76547,FAILED,NC2011,OPEN,COMPLAINT,small,-87.67605733,41.95861471,CONSERVATION
42626,FAILED,CN190019,OPEN,COMPLAINT,small,-87.67052641,41.74876104,CONSERVATION
14619,FAILED,CN138056,OPEN,COMPLAINT,small,-87.72845096,41.89695706,CONSERVATION
82911,PASSED,CN063024,COMPLIED,COMPLAINT,small,-87.6582541,41.77811023,CONSERVATION
49008,FAILED,CN101015,OPEN,COMPLAINT,small,-87.58487598,41.77120258,CONSERVATION
43115,FAILED,CN197019,OPEN,COMPLAINT,small,-87.79842092,41.92368314,CONSERVATION
2653,FAILED,CN015062,OPEN,COMPLAINT,small,-87.67698782,41.89880981,CONSERVATION
55831,FAILED,CN190019,OPEN,COMPLAINT,small,-87.7247115,41.9329311,CONSERVATION
65560,FAILED,CN070024,OPEN,COMPLAINT,small,-87.66817769,41.91073284,SPECIAL TASK FORCE
61246,FAILED,VT1050,COMPLIED,PERIODIC,small,-87.73440337,41.93158322,VENTILATION
52081,FAILED,CN190019,OPEN,COMPLAINT,small,-87.71824073,41.92081654,CONSERVATION
67427,FAILED,PL232011,OPEN,COMPLAINT,small,-87.64445166,41.77252037,SPECIAL TASK FORCE
28125,FAILED,CN062024,OPEN,PERIODIC,small,-87.74657793,41.87868964,CONSERVATION
69046,CLOSED,CN193029,OPEN,COMPLAINT,small,-87.62063714,41.69468342,DEMOLITION
43140,FAILED,CN046013,OPEN,COMPLAINT,small,-87.54312437,41.74080867,CONSERVATION
43282,FAILED,CN105015,OPEN,COMPLAINT,small,-87.58937223,41.75609192,CONSERVATION
50163,FAILED,CN190029,OPEN,PERIODIC,small,-87.58037605,41.76309831,CONSERVATION
3402,CLOSED,CN193000,OPEN,COMPLAINT,small,-87.67573372,41.77012646,DEMOLITION
15367,PASSED,VT1010,OPEN,PERMIT,small,-87.67709905,41.84994755,VENTILATION
67101,FAILED,CN196029,OPEN,COMPLAINT,small,-87.76037408,41.88333348,CONSERVATION
40895,FAILED,CN065034,OPEN,COMPLAINT,small,-87.70371061,41.79379152,CONSERVATION
51496,FAILED,VT8020,OPEN,COMPLAINT,small,-87.63257554,41.83833303,VENTILATION
47639,FAILED,CN070014,OPEN,COMPLAINT,small,-87.64976204,41.77862434,CONSERVATION
82107,FAILED,CN070014,OPEN,COMPLAINT,small,-87.7112561,41.76141503,CONSERVATION
54455,FAILED,CN190029,OPEN,COMPLAINT,small,-87.66631579999999,41.97907217,CONSERVATION
46468,FAILED,CN063014,OPEN,COMPLAINT,small,-87.73198085,41.87105128,CONSERVATION
72054,FAILED,EL0086,OPEN,COMPLAINT,small,-87.70777831,41.86006066,SPECIAL TASK FORCE
41830,FAILED,CN015062,OPEN,COMPLAINT,small,-87.75496155,41.87405323,CONSERVATION
79695,CLOSED,BR2080,OPEN,PERIODIC,small,-87.59038395,41.80375479,BOILER
43854,FAILED,CN104035,OPEN,COMPLAINT,small,-87.72990269,41.92067506,CONSERVATION
15535,FAILED,CN079014,OPEN,COMPLAINT,small,-87.74370341,41.87401506,CONSERVATION
61448,FAILED,CN190019,OPEN,COMPLAINT,small,-87.75906743,41.88533057,SPECIAL TASK FORCE
48173,FAILED,CN190019,OPEN,COMPLAINT,small,-87.61893424,41.846276399999994,CONSERVATION
24420,FAILED,CN073024,OPEN,COMPLAINT,small,-87.64384557,41.67221541,CONSERVATION
38649,FAILED,CN065014,OPEN,COMPLAINT,small,-87.77322263,41.90625329,SPECIAL TASK FORCE
59463,FAILED,EL0019,OPEN,COMPLAINT,small,-87.58957983,41.79540242,CONSERVATION
38691,FAILED,CN138106,OPEN,PERIODIC,small,-87.61605485,41.79194256,CONSERVATION
42130,FAILED,CN106015,OPEN,PERIODIC,small,-87.62181212,41.89326515,SPECIAL INSPECTION PROGRAM
23206,FAILED,CN105055,OPEN,PERIODIC,small,-87.65485022,41.70691086,CONSERVATION
21060,FAILED,CN196029,OPEN,COMPLAINT,small,-87.67911109999999,41.92066578,CONSERVATION
72711,CLOSED,BR1001,OPEN,PERIODIC,small,-87.64768959,41.70196704,BOILER
12077,FAILED,CN190019,OPEN,COMPLAINT,small,-87.60588059999999,41.75846052,CONSERVATION
178,FAILED,CN067014,COMPLIED,COMPLAINT,large,-87.58433983,41.74723189,CONSERVATION
14971,FAILED,EL0039,OPEN,COMPLAINT,small,-87.67437479,41.80172241,ELECTRICAL
74166,FAILED,CN016012,OPEN,COMPLAINT,small,-87.65832878,41.94924309,SPECIAL INSPECTION PROGRAM
22630,FAILED,CN194039,OPEN,COMPLAINT,small,-87.69795219,41.80585278,CONSERVATION
30390,FAILED,CN197019,OPEN,PERIODIC,small,-87.70958907,41.96983124,CONSERVATION
46998,CLOSED,CN002081,OPEN,COMPLAINT,small,-87.68454283,41.77289855,DEMOLITION
2861,FAILED,CN197019,COMPLIED,COMPLAINT,small,-87.61374174,41.74676435,CONSERVATION
28902,FAILED,CN062024,OPEN,PERIODIC,small,-87.66300890000001,41.94912051,CONSERVATION
56143,FAILED,CN131016,OPEN,COMPLAINT,small,-87.76068131,41.87646999,CONSERVATION
25495,FAILED,PL159027,OPEN,COMPLAINT,small,-87.56035819,41.74442822,SPECIAL TASK FORCE
9781,PASSED,VT1010,COMPLIED,PERMIT,small,-87.65348384,41.84031377,VENTILATION
57298,FAILED,CN101015,COMPLIED,COMPLAINT,small,-87.63240918,41.838335,CONSERVATION
5805,FAILED,CN196029,OPEN,COMPLAINT,small,-87.7647136,41.90642144,CONSERVATION
35462,CLOSED,CN193029,OPEN,COMPLAINT,small,-87.54308589,41.73185097,DEMOLITION
57427,FAILED,CN077014,OPEN,COMPLAINT,small,-87.63255193,41.77644687,CONSERVATION
74683,FAILED,CN197079,OPEN,COMPLAINT,small,-87.66526632,41.85701708,CONSERVATION
5632,FAILED,NC1160,OPEN,COMPLAINT,small,-87.66456095,41.75264768,NEW CONSTRUCTION
36471,CLOSED,CN193029,OPEN,COMPLAINT,small,-87.61829107,41.76391614,DEMOLITION
39672,FAILED,CN190019,OPEN,COMPLAINT,small,-87.57374432,41.76748808,CONSERVATION
47677,FAILED,EL0029,OPEN,COMPLAINT,small,-87.67228476,41.81532444,CONSERVATION
52337,CLOSED,CN193110,OPEN,COMPLAINT,small,-87.61222446,41.70085857,DEMOLITION
26540,FAILED,PL162017,OPEN,COMPLAINT,small,-87.63533677,41.67981409,SPECIAL TASK FORCE
52052,FAILED,EL0023,OPEN,PERIODIC,small,-87.57632276,41.77251648,CONSERVATION
33046,FAILED,EV1110,OPEN,PERMIT,small,-87.64299618,41.89658519,ELEVATOR
197,FAILED,CN190019,OPEN,COMPLAINT,large,-87.75986578,41.90410505,CONSERVATION
42321,FAILED,EL0025,OPEN,COMPLAINT,small,-87.64647594,41.85707785,SPECIAL TASK FORCE
71722,CLOSED,CN196039,OPEN,COMPLAINT,small,-87.64133416,41.76266197,DEMOLITION
52036,FAILED,CN067014,OPEN,COMPLAINT,small,-87.66900536,41.78284465,CONSERVATION
49466,FAILED,CN197079,OPEN,COMPLAINT,small,-87.78394385,41.77774715,CONSERVATION
16194,FAILED,CN190019,OPEN,COMPLAINT,small,-87.73370312,41.91619035,CONSERVATION
27190,FAILED,CN015062,OPEN,PERIODIC,small,-87.64733232,41.93989938,CONSERVATION
11662,CLOSED,CN196039,OPEN,COMPLAINT,small,-87.64709675,41.80053827,DEMOLITION
21001,FAILED,CN065034,COMPLIED,COMPLAINT,small,-87.68607343,41.78415773,CONSERVATION
60576,FAILED,CN138056,OPEN,COMPLAINT,small,-87.70591494,41.99821996,CONSERVATION
28189,FAILED,CN190019,OPEN,COMPLAINT,small,-87.72683499,41.87332208,PLUMBING
28541,FAILED,CN198019,OPEN,PERIODIC,small,-87.62205596,41.83769407,CONSERVATION
78204,CLOSED,CN193019,OPEN,COMPLAINT,small,-87.73423815,41.83766549,DEMOLITION
55510,FAILED,CN105085,OPEN,PERIODIC,small,-87.65740961,41.85488587,CONSERVATION
54388,FAILED,CN041063,OPEN,COMPLAINT,small,-87.62182761,41.6754088,CONSERVATION
6159,FAILED,CN110105,OPEN,COMPLAINT,small,-87.68774212,41.79006165,CONSERVATION
15136,FAILED,NC2091,OPEN,COMPLAINT,small,-87.68409645,41.96582549,NEW CONSTRUCTION
84564,CLOSED,CN002081,OPEN,COMPLAINT,small,-87.65303389,41.77550425,DEMOLITION
21621,FAILED,CN106015,OPEN,COMPLAINT,small,-87.75653958,41.79975629,CONSERVATION
64426,FAILED,CN197019,OPEN,PERIODIC,small,-87.72661888,41.90840199,CONSERVATION
32639,FAILED,CN066034,OPEN,PERIODIC,small,-87.59686351,41.803158700000004,CONSERVATION
78664,CLOSED,CN193019,OPEN,COMPLAINT,small,-87.70527365,41.88900406,DEMOLITION
61721,FAILED,EV1110,OPEN,PERMIT,small,-87.63450136,41.88562122,ELEVATOR
42589,FAILED,NC1010,OPEN,COMPLAINT,small,-87.67473562,41.90494109,NEW CONSTRUCTION
26380,PASSED,CN132016,COMPLIED,COMPLAINT,small,-87.62208477,41.77113888,CONSERVATION
54742,FAILED,CN079014,OPEN,COMPLAINT,small,-87.68992368,41.82494479,CONSERVATION
21203,FAILED,EV1110,COMPLIED,PERMIT,small,-87.6568176,41.94889449,ELEVATOR
60573,FAILED,CN061014,OPEN,COMPLAINT,small,-87.70591494,41.99821996,CONSERVATION
41877,FAILED,CN065014,OPEN,COMPLAINT,small,-87.7629082,41.87735484,CONSERVATION
81538,FAILED,NC2071,OPEN,COMPLAINT,small,-87.75771267,41.8897901,CONSERVATION
29458,CLOSED,CN061024,COMPLIED,COMPLAINT,small,-87.62818714,41.72177574,CONSERVATION
6941,FAILED,CN111065,OPEN,COMPLAINT,small,-87.73059094,41.79089185,CONSERVATION
43860,FAILED,CN138106,OPEN,COMPLAINT,small,-87.72990269,41.92067506,CONSERVATION
367,FAILED,CN190019,OPEN,COMPLAINT,small,-87.75724052,41.91324933,CONSERVATION
8123,CLOSED,CN193000,OPEN,COMPLAINT,small,-87.60337519,41.73655818,DEMOLITION
21619,FAILED,CN197087,OPEN,COMPLAINT,small,-87.75653958,41.79975629,CONSERVATION
39415,CLOSED,BR1001,OPEN,PERIODIC,small,-87.69908517,41.91503933,BOILER
67250,FAILED,CN079014,OPEN,COMPLAINT,small,-87.73213759,41.8965011,CONSERVATION
46610,FAILED,CN070014,OPEN,COMPLAINT,small,-87.72788165,41.90546366,CONSERVATION
30329,FAILED,CN138106,OPEN,COMPLAINT,small,-87.81499185,41.94521859,CONSERVATION
53434,FAILED,CN063044,OPEN,COMPLAINT,small,-87.75434822,41.95069315,CONSERVATION
15184,CLOSED,CN193000,OPEN,COMPLAINT,small,-87.60705259,41.72259443,DEMOLITION
2406,FAILED,CN105035,OPEN,PERIODIC,small,-87.66668911,42.00656424,CONSERVATION
67924,FAILED,CN104015,OPEN,COMPLAINT,small,-87.73613428,41.85976395,CONSERVATION
65847,FAILED,EV1110,OPEN,PERIODIC,small,-87.66107806,41.899759499999995,ELEVATOR
83687,FAILED,CN079014,OPEN,PERIODIC,small,-87.59359191,41.80115262,CONSERVATION
16442,FAILED,CN132046,OPEN,COMPLAINT,small,-87.70133353,41.85171109,CONSERVATION
57774,FAILED,CN021053,OPEN,PERIODIC,small,-87.60085932,41.78786254,SPECIAL INSPECTION PROGRAM
8806,FAILED,NC2061,OPEN,COMPLAINT,small,-87.68233285,41.87073509,CONSERVATION
11643,CLOSED,CN193110,OPEN,COMPLAINT,small,-87.63469315,41.67348982,DEMOLITION
27902,FAILED,CN134056,OPEN,PERIODIC,small,-87.57526933,41.76790658,CONSERVATION
65082,FAILED,CN198019,OPEN,COMPLAINT,small,-87.67329169,41.85301870000001,CONSERVATION
27968,CLOSED,CN079024,COMPLIED,COMPLAINT,small,-87.71784957,41.90048638,CONSERVATION
28966,FAILED,CN190029,OPEN,PERIODIC,small,-87.67624411,41.96481983,CONSERVATION
22914,FAILED,CN104015,OPEN,COMPLAINT,small,-87.6353634,41.69497436,CONSERVATION
38631,FAILED,CN104015,OPEN,COMPLAINT,small,-87.66045738,41.78069176,CONSERVATION
56207,FAILED,CN062014,OPEN,COMPLAINT,small,-87.63014842,41.9044513,CONSERVATION
61954,FAILED,CN062024,OPEN,COMPLAINT,small,-87.74432883,41.94695433,CONSERVATION
78135,FAILED,CN138106,OPEN,COMPLAINT,small,-87.73520897,41.90796221,CONSERVATION
52305,PASSED,VT1010,COMPLIED,PERMIT,small,-87.66834140000002,41.97424236,VENTILATION
38744,FAILED,VT1050,OPEN,PERIODIC,small,-87.73167009999999,41.9293665,VENTILATION
15105,FAILED,CN104035,OPEN,COMPLAINT,small,-87.75206599,41.94315215,CONSERVATION
11235,PASSED,EV1110,COMPLIED,PERMIT,small,-87.66626365,41.91054054,ELEVATOR
6753,FAILED,CN064014,OPEN,COMPLAINT,small,-87.63577916,41.75534937,CONSERVATION
26580,FAILED,CN190019,OPEN,COMPLAINT,small,-87.68850144,41.79002963,CONSERVATION
13681,FAILED,CN015012,OPEN,COMPLAINT,small,-87.65420903,41.85741204,CONSERVATION
36312,FAILED,EL0003,OPEN,COMPLAINT,small,-87.5514064,41.75091335,SPECIAL TASK FORCE
84839,FAILED,CN065034,OPEN,PERIODIC,small,-87.71293995,41.95936281,CONSERVATION
84360,FAILED,CN197019,OPEN,COMPLAINT,small,-87.72965793,41.87532447,CONSERVATION
9985,FAILED,EL0084,OPEN,PERMIT,small,-87.71576266,41.92961194,ELECTRICAL
55654,FAILED,CN106015,OPEN,COMPLAINT,small,-87.76503586,41.93939847,CONSERVATION
40921,FAILED,CN031033,OPEN,COMPLAINT,small,-87.61917609999999,41.79855199,CONSERVATION
6318,FAILED,CN196029,OPEN,COMPLAINT,small,-87.69076966,41.9003623,CONSERVATION
14501,FAILED,CN190029,OPEN,COMPLAINT,small,-87.73069757,41.80484083,CONSERVATION
57325,PASSED,EV1110,COMPLIED,PERMIT,small,-87.65203576,41.88712191,ELEVATOR
56689,FAILED,CN073014,OPEN,COMPLAINT,small,-87.69132001,41.96027543,CONSERVATION
52430,FAILED,CN197019,OPEN,COMPLAINT,small,-87.64212784,41.812096600000004,SPECIAL TASK FORCE
27408,FAILED,CN104015,OPEN,COMPLAINT,small,-87.74742095,41.90404642,SPECIAL TASK FORCE
57886,FAILED,CN070014,OPEN,COMPLAINT,small,-87.62338633,41.70764962,CONSERVATION
38834,FAILED,PL237020,OPEN,COMPLAINT,small,-87.71902276,41.89917309,SPECIAL TASK FORCE
37979,FAILED,CN197079,OPEN,PERIODIC,small,-87.62250809999999,41.79057911,CONSERVATION
2707,FAILED,CN061074,OPEN,PERIODIC,small,-87.66461609,41.85771273,CONSERVATION
5607,FAILED,CN190019,OPEN,COMPLAINT,small,-87.66031248,41.77539951,CONSERVATION
